classid,species,species name
2858020,71436,Speea humilis Loes. ex K.Krause (Phil.)
3072495,71437,Spegazziniophytum patagonicum Esser (Speg.)
5365198,71438,Spenceria ramalana Trimen
3085810,71439,Spergula arvensis L.
7540729,71440,Spergula levis D.Dietr. (Cambess.)
3085811,71441,Spergula morisonii Boreau
3085814,71442,Spergula pentandra L.
8343978,71443,Spergula platensis Shinners (Cambess.)
7267761,71444,Spergula ramosa D.Dietr. (Cambess.)
7737578,71445,Spergula rubra J.Presl & C.Presl
3813377,71446,Spergula villosa Pers.
3813322,71447,Spergularia aberrans I.M.Johnst.
3813271,71448,Spergularia andina Rohrb.
3813210,71449,Spergularia arbuscula I.M.Johnst. (Gay)
3813164,71450,Spergularia azorica Lebel (Kindb.)
8096233,71451,Spergularia bocconei Graebn. (Scheele)
3085632,71452,Spergularia canadensis G.Don (Pers.)
3813002,71453,Spergularia capillacea Willk. (Kindb. & Lange)
3812903,71454,Spergularia congestifolia I.M.Johnst.
3085636,71455,Spergularia diandra Heldr. (Guss.)
3812752,71456,Spergularia fasciculata Phil.
7711097,71457,Spergularia fimbriata Boiss. & Reut.
9716413,71458,Spergularia flaccida I.M.Turner (Madden)
3812427,71459,Spergularia macrorrhiza Heynh. (Req. ex Loisel.)
3085664,71460,Spergularia macrotheca Heynh. (Hornem. ex Cham. & Schltdl.)
7736551,71461,Spergularia marina Besser (L.)
10790895,71462,Spergularia media J.Presl (L.)
3812040,71463,Spergularia pazensis Rossbach (Rusby)
7744727,71464,Spergularia purpurea G.Don (Pers.)
3085633,71465,Spergularia rubra J.Presl & C.Presl (L.)
7730859,71466,Spergularia rupicola Le Jol.
2918871,71467,Spermacoce alata Aubl.
2918203,71468,Spermacoce articularis L.f.
2918732,71469,Spermacoce brachystema R.Br. ex Benth.
2892008,71470,Spermacoce capitata Ruiz & Pav.
2918396,71471,Spermacoce chaetocephala DC.
2918241,71472,Spermacoce chartensis Govaerts (Standl.)
2918107,71473,Spermacoce dasycephala Delprete (Cham. & Schltdl.)
2918624,71474,Spermacoce densiflora Alain (DC.)
2918533,71475,Spermacoce dibrachiata Oliv.
2918099,71476,Spermacoce exasperata Urb.
2918060,71477,Spermacoce exilis C.D.Adams ex W.C.Burger & C.M.Taylor (L.O.Williams)
2918504,71478,Spermacoce filifolia J.-P.Lebrun & Stork (Schumach. & Thonn.)
2915821,71479,Spermacoce glabra Michx.
2916044,71480,Spermacoce hispida L.
2918447,71481,Spermacoce ivorensis Govaerts
2918209,71482,Spermacoce keyensis Small
2901191,71483,Spermacoce laevis Lam.
2918654,71484,Spermacoce multicaulis Benth.
2918499,71485,Spermacoce natalensis Hochst.
2918200,71486,Spermacoce neoterminalis Govaerts
7837453,71487,Spermacoce ocymifolia Willd.
2918700,71488,Spermacoce ocymoides Burm.f.
2918488,71489,Spermacoce ovalifolia Hemsl. (M.Martens & Galeotti)
2918366,71490,Spermacoce palustris Delprete (Cham. & Schltdl.)
2911935,71491,Spermacoce prostrata Aubl.
2918384,71492,Spermacoce pusilla Wall.
2918233,71493,Spermacoce radiata Hiern (DC.)
2918667,71494,Spermacoce remota Lam.
2918601,71495,Spermacoce scabiosoides Kuntze (Cham. & Schltdl.)
2918254,71496,Spermacoce senensis Hiern (Klotzsch)
2918146,71497,Spermacoce stachydea DC.
2918547,71498,Spermacoce suaveolens Kuntze (G.Mey.)
2918795,71499,Spermacoce tenella Kunth
2918843,71500,Spermacoce tenuior L.
2918417,71501,Spermacoce tetraquetra A.Rich.
2918574,71502,Spermacoce verticillata L.
2907470,71503,Spermadictyon suaveolens Roxb.
7876090,71504,Spermolepis divaricata Britton (Walter)
5371852,71505,Spermolepis echinata A.Heller (Nutt.)
5371849,71506,Spermolepis inermis Mathias & Constance (Nutt. ex DC.)
2767653,71507,Spetaea lachenaliiflora Wetschnig & Pfosser
3638232,71508,Sphaenolobium tianschanicum Pimenov (Korovin)
2861235,71509,Sphaeradenia laucheana Harling (Mast.)
3152473,71510,Sphaeralcea ambigua A.Gray
3152450,71511,Sphaeralcea angustifolia G.Don (Cav.)
3939452,71512,Sphaeralcea australis Speg.
7279478,71513,Sphaeralcea axillaris S.Watson
7116158,71514,Sphaeralcea bonariensis Griseb. (Cav.)
3939366,71515,Sphaeralcea brevipes Krapov. (Phil.)
3939309,71516,Sphaeralcea chenopodifolia Rodrigo
3152438,71517,Sphaeralcea coccinea Rydb. (Nutt.)
3939194,71518,Sphaeralcea cordobensis Krapov.
3152475,71519,Sphaeralcea coulteri Gray (S.Watson)
3939113,71520,Sphaeralcea crispa Hook. ex Baker fil.
3152460,71521,Sphaeralcea digitata Rydb. (Greene)
3152439,71522,Sphaeralcea emoryi Torr. ex A.Gray
3938960,71523,Sphaeralcea endlichii Ulbr.
3152446,71524,Sphaeralcea fendleri A.Gray
3938731,71525,Sphaeralcea fulva Greene
3938727,71526,Sphaeralcea fumariensis N.D.Atwood & S.L.Welsh (S.L.Welsh & N.D.Atwood)
3938685,71527,Sphaeralcea gierischii N.D.Atwood & S.L.Welsh
3152477,71528,Sphaeralcea grossulariifolia Rydb. (Hook. & Arn.)
3152464,71529,Sphaeralcea hastulata A.Gray
3152447,71530,Sphaeralcea incana Torr. ex A.Gray
3152478,71531,Sphaeralcea laxa Wooton & Standl.
3152471,71532,Sphaeralcea leptophylla Rydb. (A.Gray)
3152448,71533,Sphaeralcea lindheimeri A.Gray
3938388,71534,Sphaeralcea mendocina Phil.
7115993,71535,Sphaeralcea miniata Spach (Cav.)
8201789,71536,Sphaeralcea munroana Spach (Douglas ex Lindl.)
3938244,71537,Sphaeralcea obtusiloba G.Don (Hook.)
3152449,71538,Sphaeralcea orcuttii Rose
3152436,71539,Sphaeralcea parvifolia A.Nelson
3152474,71540,Sphaeralcea pedatifida A.Gray (A.Gray)
3938073,71541,Sphaeralcea philippiana Krapov.
3152476,71542,Sphaeralcea polychroma La Duke
3937996,71543,Sphaeralcea purpurata Krapov. (Lindl.)
3152437,71544,Sphaeralcea rusbyi A.Gray
7729020,71545,Sphaeranthus africanus L.
8302135,71546,Sphaeranthus indicus L.
3094679,71547,Sphaeranthus peduncularis DC.
3094648,71548,Sphaeranthus senegalensis DC.
3094695,71549,Sphaeranthus steetzii Oliv. & Hiern
3094684,71550,Sphaeranthus suaveolens DC. (Forssk.)
3094716,71551,Sphaeranthus ukambensis Vatke & O.Hoffm. ex O.Hoffm.
3041724,71552,Sphaerocardamum divaricatum Rollins (Rollins)
4153709,71553,Sphaerocaryum malaccense Pilg. (Trin.)
5407003,71554,Sphaerocoryne affinis Ridl. (Teijsm. & Binn.)
2974321,71555,Sphaerolobium alatum Benth.
2974306,71556,Sphaerolobium drummondii Turcz.
2974317,71557,Sphaerolobium macranthum Meisn.
2974319,71558,Sphaerolobium medium R.Br.
2974320,71559,Sphaerolobium pulchellum Meisn.
2974313,71560,Sphaerolobium vimineum Sm.
3125384,71561,Sphaeromorphaea australis Kitam. (Less.)
5353525,71562,Sphaerophysa salsula DC. (Pall.)
5529796,71563,Sphaeropteris brunoniana R.M.Tryon (Wall. ex Hook.)
5274893,71564,Sphaeropteris cooperi R.M.Tryon (F.Muell.)
5529713,71565,Sphaeropteris glauca R.M.Tryon (Blume)
5529701,71566,Sphaeropteris horrida R.M.Tryon (Liebm.)
5529684,71567,Sphaeropteris intermedia R.M.Tryon (Mett.)
5529662,71568,Sphaeropteris lunulata R.M.Tryon (G.Forst.)
5529626,71569,Sphaeropteris medullaris Bernh. (G.Forst.)
5529604,71570,Sphaeropteris myosuroides R.M.Tryon (Liebm.)
5529595,71571,Sphaeropteris novae-caledoniae R.M.Tryon (Mett. ex E.Fourn.)
5529551,71572,Sphaeropteris quindiuensis R.M.Tryon (H.Karst.)
3823798,71573,Sphaerorrhiza sarmentiana Roalson & Boggan (Gardner ex Hook.)
4081076,71574,Sphaerostephanos heterocarpus Holttum (Blume)
2651482,71575,Sphaerostephanos invisus Holttum (G.Forst.)
4080307,71576,Sphaerostephanos productus Holttum (Kaulf.)
4079913,71577,Sphaerostephanos taiwanensis Holttum ex Kuo (C.Chr.)
7321110,71578,Sphaerostephanos unitus Holttum (L.)
3116875,71579,Sphagneticola brachycarpa Pruski (Baker)
3116861,71580,Sphagneticola calendulacea Pruski (L.)
3116871,71581,Sphagneticola gracilis Pruski (Rich.)
3116842,71582,Sphagneticola trilobata Pruski (L.)
3638168,71583,Sphallerocarpus gracilis Koso-Pol. (Besser ex Trevis.)
3984419,71584,Sphedamnocarpus galphimiifolius Szyszyl. (Juss.)
7285369,71585,Sphedamnocarpus pruriens Szyszyl. (Juss.)
3158672,71586,Sphenoclea zeylanica Gaertn.
2650753,71587,Sphenomeris clavata Maxon (L.)
2703357,71588,Sphenopholis filiformis Scribn. (Chapm.)
2703359,71589,Sphenopholis intermedia Rydb. (Rydb.)
4153486,71590,Sphenopholis interrupta Scribn. (Buckley)
2703355,71591,Sphenopholis nitida Scribn. (Biehler)
2703349,71592,Sphenopholis obtusata Scribn. (Michx.)
2703353,71593,Sphenopholis pensylvanica Hitchc. (L.)
4153196,71594,Sphenopus divaricatus Rchb. (Gouan)
2977771,71595,Sphenostylis angustifolia Sond.
2977769,71596,Sphenostylis marginata E.Mey.
2893773,71597,Sphinctanthus aurantiacus Fagerl. (Standl.)
2947781,71598,Sphinctospermum constrictum Rose (S.Watson)
4171027,71599,Sphyrospermum boekei Luteyn
4171009,71600,Sphyrospermum buxifolium Poepp. & Endl.
4170993,71601,Sphyrospermum campanulatum Luteyn
4170953,71602,Sphyrospermum dissimile Luteyn (S.F.Blake)
4170750,71603,Sphyrospermum sodiroi A.C.Sm. (Hoerold)
4079362,71604,Spicantopsis amabilis Nakai
7580980,71605,Spicantopsis hancockii Masam. (Hance)
4078653,71606,Spicantopsis niponica Nakai (Kunze)
2816860,71607,Spiculaea ciliata Lindl.
7850504,71608,Spigelia alabamensis K.G.Mathews & Weakley (K.Gould)
5414391,71609,Spigelia anthelmia L.
5645138,71610,Spigelia dolichostachya Fern.Casas
7685511,71611,Spigelia genuflexa Popovkin & Struwe
5645845,71612,Spigelia hamelioides Kunth & Bonpl.
5414396,71613,Spigelia hedyotidea A.DC.
5414393,71614,Spigelia loganioides A.DC. (Torr. & Gray)
5414398,71615,Spigelia marilandica L. (L.)
5645434,71616,Spigelia pulchella Mart.
5645418,71617,Spigelia pygmaea D.N.Gibson
7289323,71618,Spigelia scabra Cham. & Schltdl.
5645324,71619,Spigelia scabrella Benth.
5645297,71620,Spigelia sellowiana Cham. & Schltdl.
5645271,71621,Spigelia speciosa Kunth
5645251,71622,Spigelia splendens H.Wendl. ex Hook.
5414395,71623,Spigelia texana A.DC. (Torr. & Gray)
3092855,71624,Spilanthes leiocarpa DC.
3092873,71625,Spilanthes urens Jacq.
3083647,71626,Spinacia oleracea L.
4153072,71627,Spinifex hirsutus Labill.
4153053,71628,Spinifex littoreus Merr. (Burm.f.)
4153038,71629,Spinifex longifolius R.Br.
4153008,71630,Spinifex sericeus R.Br.
2886856,71631,Spiniluma discolor Friis (Radcl.-Sm.)
9931895,71632,Spinoliva ilicifolia G.Sancho (Hook. & Arn.)
3992189,71633,Spinulum annotinum A.Haines (L.)
3088979,71634,Spiracantha cornifolia Kunth
3026585,71635,Spiraea alba Du Roi
3026665,71636,Spiraea alpina Pall.
3027190,71637,Spiraea arguta Zabel
3026550,71638,Spiraea betulifolia Pall.
7889822,71639,Spiraea billardii Hérincq
3026935,71640,Spiraea blumei G.Don
3027138,71641,Spiraea canescens D.Don
3026906,71642,Spiraea cantoniensis Lour.
3026406,71643,Spiraea chamaedryfolia L.
3027256,71644,Spiraea cinerea Zabel
3026405,71645,Spiraea crenata L.
3026766,71646,Spiraea dahurica Maxim. (Rupr.)
3027183,71647,Spiraea decumbens Koch
3027159,71648,Spiraea douglasii Hook.
3026754,71649,Spiraea formosana Hayata
3026431,71650,Spiraea hypericifolia L.
8170635,71651,Spiraea japonica L.fil.
3026795,71652,Spiraea lasiocarpa Kar. & Kir.
3027231,71653,Spiraea media F.Schmidt
3027337,71654,Spiraea morrisonicola Hayata
3027341,71655,Spiraea nipponica Maxim.
3026770,71656,Spiraea pallidiflora Zabel
3026408,71657,Spiraea prunifolia Siebold & Zucc.
3026523,71658,Spiraea pyramidata Greene
3027332,71659,Spiraea rosalba Dippel
3026454,71660,Spiraea salicifolia L.
3026675,71661,Spiraea splendens Baumann ex K.Koch
3026402,71662,Spiraea thunbergii Siebold ex Blume
3026819,71663,Spiraea tomentosa L.
3026656,71664,Spiraea trilobata L.
3026622,71665,Spiraea vanhouttei Zabel (Briot)
7269510,71666,Spiranthera odoratissima A.St.-Hil.
2805343,71667,Spiranthes aestivalis Rich. (Poir.)
2805487,71668,Spiranthes brevilabris Lindl.
2805345,71669,Spiranthes casei Catling & Cruise
2805420,71670,Spiranthes cernua Rich. (L.)
2805372,71671,Spiranthes diluvialis Sheviak
2805361,71672,Spiranthes eatonii Ames ex P.M.Br.
2805521,71673,Spiranthes graminea Lindl.
2805539,71674,Spiranthes hongkongensis S.Y.Hu & Barretto
2805524,71675,Spiranthes infernalis Sheviak
2805418,71676,Spiranthes intermedia Ames
2805526,71677,Spiranthes lacera Raf. (Raf.)
2805482,71678,Spiranthes laciniata Ames (Small)
2805397,71679,Spiranthes longilabris Lindl.
2805336,71680,Spiranthes lucida Ames (H.H.Eaton)
2805431,71681,Spiranthes magnicamporum Sheviak
2805377,71682,Spiranthes ochroleuca Rydb. (Rydb.)
2805363,71683,Spiranthes odorata Lindl. (Nutt.)
2805384,71684,Spiranthes ovalis Lindl.
2805317,71685,Spiranthes porrifolia Lindl.
2805498,71686,Spiranthes praecox S.Watson (Walter)
2805404,71687,Spiranthes romanzoffiana Cham.
2805433,71688,Spiranthes sinensis Ames (Pers.)
2805322,71689,Spiranthes spiralis Chevall. (L.)
5950748,71690,"Spiranthes stellata P.M.Br., Dueck & K.M.Cameron"
2805525,71691,Spiranthes sylvatica P.M.Br.
2805503,71692,Spiranthes torta Garay & H.R.Sweet (Thunb.)
2805367,71693,Spiranthes triloba K.Schum. (Small)
2805477,71694,Spiranthes tuberosa Raf.
2805347,71695,Spiranthes vernalis Engelm. & A.Gray
8243150,71696,Spirobassia hirsuta Freitag & G.Kadereit (L.)
4097481,71697,Spirodela polyrhiza Schleid. (L.)
2871376,71698,Spirodela punctata C.H.Thomps. (G.Mey.)
3829643,71699,Spirospermum penduliflorum DC.
5378880,71700,Spirostachys africana Sond.
7298564,71701,Spirotecoma spiralis Pichon (C.Wright)
4073016,71702,Spirotheca rivieri Ulbr. (Decne.)
4073996,71703,Spirotheca rosea P.E.Gibbs & W.S.Alverson (Seem.)
5354899,71704,Spirotropis longifolia Baill. (DC.)
4152816,71705,Spodiopogon cotulifer Hack. (Thunb.)
4152548,71706,Spodiopogon rhizophorus Pilg. (Steud.)
4152523,71707,Spodiopogon sibiricus Trin.
4152489,71708,Spodiopogon tainanensis Hayata
7554845,71709,Spondias dulcis Sol. ex G.Forst.
3661030,71710,Spondias pinnata Kurz (L.fil.)
3190598,71711,Spondias purpurea L.
3660942,71712,Spondias radlkoferi Donn.Sm.
8230360,71713,Spondias tuberosa Arruda
2707439,71714,"Sporadanthus ferrugineus de Lange, Heenan & B.D.Clarkson"
2707427,71715,Sporadanthus interruptus B.G.Briggs & L.A.S.Johnson (F.Muell.)
2707431,71716,Sporadanthus tasmanicus B.G.Briggs & L.A.S.Johnson (Hook.f.)
7618996,71717,Sporadanthus traversii Buchanan (F.Muell.)
4152377,71718,Sporobolus actinocladus F.Muell. (F.Muell.)
9379326,71719,Sporobolus aculeatus P.M.Peterson (L.)
4152259,71720,Sporobolus africanus Robyns & Tournay (Poir.)
2704783,71721,Sporobolus airoides Torr. (Torr.)
9632508,71722,Sporobolus alopecuroides P.M.Peterson (Piller & Mitterp.)
9394776,71723,Sporobolus alterniflorus P.M.Peterson & Saarela (Loisel.)
9398259,71724,Sporobolus anglicus P.M.Peterson & Saarela (C.E.Hubb.)
9250806,71725,Sporobolus arcuatus P.M.Peterson (K.E.Rogers)
9517372,71726,Sporobolus arenicola P.M.Peterson
4151749,71727,Sporobolus australasicus Domin
9257081,71728,Sporobolus bakeri P.M.Peterson & Saarela (Merr.)
9508140,71729,Sporobolus borszczowii P.M.Peterson (Regel)
9427650,71730,Sporobolus brevipilis P.M.Peterson (Torr.)
4151439,71731,Sporobolus caespitosus Kunth
4151306,71732,Sporobolus caroli Mez
4151288,71733,Sporobolus centrifugus Nees (Trin.)
2704758,71734,Sporobolus clandestinus Hitchc. (Biehler)
9372201,71735,Sporobolus coarctatus P.M.Peterson & Saarela (Trin.)
2704749,71736,Sporobolus compositus Merr. (Poir.)
2704787,71737,Sporobolus contractus Hitchc.
8047362,71738,Sporobolus creber De Nardi
2704769,71739,Sporobolus cryptandrus A.Gray (Torr.)
2704789,71740,Sporobolus curtissii Small ex Kearney
9531396,71741,Sporobolus cynosuroides P.M.Peterson & Saarela (L.)
4150645,71742,Sporobolus discosporus Nees
2704790,71743,Sporobolus domingensis Kunth (Trin.)
9592377,71744,Sporobolus eatonianus P.M.Peterson & Saarela
2704778,71745,Sporobolus elongatus R.Br.
8901997,71746,Sporobolus factorovskyi P.M.Peterson (Eig)
4150275,71747,Sporobolus fertilis Clayton (Steud.)
4150265,71748,Sporobolus festivus Hochst. ex A.Rich.
2704773,71749,Sporobolus fimbriatus Nees (Nees ex Trin.)
2704756,71750,Sporobolus flexuosus Rydb. (Vasey)
2704797,71751,Sporobolus floridanus Chapm.
9382743,71752,Sporobolus foliosus P.M.Peterson & Saarela (Trin.)
2704792,71753,Sporobolus giganteus Nash
2704766,71754,Sporobolus heterolepis A.Gray (A.Gray)
9537575,71755,Sporobolus hookerianus P.M.Peterson & Saarela
2704757,71756,Sporobolus indicus R.Br. (L.)
2704776,71757,Sporobolus junceus Kunth (P.Beauv.)
4149245,71758,Sporobolus laxus B.K.Simon
4149070,71759,Sporobolus macer Hitchc. (Trin.)
9396295,71760,Sporobolus maritimus P.M.Peterson & Saarela (Curtis)
9592414,71761,Sporobolus michauxianus P.M.Peterson & Saarela (Hitchc.)
8749127,71762,Sporobolus minuartioides P.M.Peterson (Bornm.)
4148679,71763,Sporobolus mitchellii C.E.Hubb. (Trin.)
9258547,71764,Sporobolus montevidensis P.M.Peterson & Saarela (Arechav.)
4148518,71765,Sporobolus natalensis T.Durand & Schinz (Steud.)
2704796,71766,Sporobolus nealleyi Vasey
2704793,71767,Sporobolus neglectus Nash
4148441,71768,Sporobolus nitens Stent
4148283,71769,Sporobolus paniculatus T.Durand & Schinz (Trin.)
4148206,71770,Sporobolus pectinatus Hack.
4148184,71771,Sporobolus perrieri A.Camus
6432650,71772,Sporobolus pilifer Kunth (Trin.)
4148112,71773,Sporobolus pinetorum Weakley & P.M.Peterson
9478836,71774,Sporobolus pumilus P.M.Peterson & Saarela (Roth)
4147932,71775,Sporobolus pungens Kunth (Schreb.)
2704798,71776,Sporobolus purpurascens Ham. (Sw.)
4117345,71777,Sporobolus pyramidalis P.Beauv.
2704755,71778,Sporobolus pyramidatus Hitchc. (Lam.)
4147645,71779,Sporobolus rigens É.Desv. (Trin.)
9278137,71780,Sporobolus rigidus P.M.Peterson (Buckley)
9382716,71781,Sporobolus schoenoides P.M.Peterson (L.)
2704767,71782,Sporobolus silveanus Swallen
9560113,71783,Sporobolus spartinae P.M.Peterson & Saarela (Trin.)
4147245,71784,Sporobolus spicatus Kunth (Vahl)
4147177,71785,Sporobolus stapfianus Gand.
2704800,71786,Sporobolus tenuissimus Kuntze (Mart. ex Schrank)
2704802,71787,Sporobolus teretifolius R.M.Harper
2704782,71788,Sporobolus texanus Vasey
9393876,71789,Sporobolus townsendii P.M.Peterson & Saarela (H.Groves & J.Groves)
2704768,71790,Sporobolus vaginiflorus Alph.Wood (Torr. ex A.Gray)
9461428,71791,Sporobolus vaseyi P.M.Peterson
2704745,71792,Sporobolus virginicus Kunth (L.)
2704785,71793,Sporobolus wrightii Scribn.
4004643,71794,Spragueanella rhamnifolia Balle (Engl.)
2860360,71795,Sprekelia formosissima Herb. (L.)
3637706,71796,Spuriopimpinella calycina Kitag. (Maxim.)
3877637,71797,Spyridium globulosum Benth. (Labill.)
3877496,71798,Spyridium majoranifolium Rye (Fenzl)
3877481,71799,Spyridium microcephalum Benth. (Turcz.)
3877349,71800,Spyridium oligocephalum Benth. (Turcz.)
7273960,71801,Spyridium spathulatum F.Muell. ex Benth.
9368555,71802,Squamellaria kajewskii Chomicki (Merr. & L.M.Perry)
2903483,71803,Squamellaria wilsonii Becc. (Horne ex Baker)
4012835,71804,Staavia brownii Dümmer
4012824,71805,Staavia capitella Sond. (Thunb.)
4012781,71806,Staavia dodii Bolus
4012994,71807,Staavia glutinosa Dahl (L.)
4012957,71808,Staavia phylicoides Pillans
4012946,71809,Staavia pinifolia Willd.
4012936,71810,Staavia radiata Dahl (L.)
8020407,71811,Staavia staavioides A.V.Hall (Sond.)
2706921,71812,Staberoha aemula Pillans (Kunth)
2706918,71813,Staberoha banksii Pillans
2706913,71814,Staberoha cernua T.Durand & Schinz (L.f.)
2706927,71815,Staberoha distachyos Kunth (Rottb.)
2706926,71816,Staberoha ornata Esterh.
2706920,71817,Staberoha remota Pillans
2706937,71818,Staberoha vaginata Pillans (Thunb.)
3075194,71819,Stachyandra viticifolia Radcl.-Sm. (Airy Shaw)
2907628,71820,Stachyarrhena acuminata Standl.
2927089,71821,Stachydeoma graveolens Small (Chapm. ex A.Gray)
2762378,71822,Stachyphrynium spicatum K.Schum. (Roxb.)
3886549,71823,Stachys aegyptiaca Pers.
3886541,71824,Stachys aethiopica L.
7993244,71825,Stachys agraria Schltdl. & Cham.
2927284,71826,Stachys ajugoides Benth.
2927234,71827,Stachys albens A.Gray
7388031,71828,Stachys albicaulis Lindl.
7306940,71829,Stachys albotomentosa Ramamoorthy
7306933,71830,Stachys alpigena T.C.E.Fr.
7306931,71831,Stachys alpina L.
7771159,71832,Stachys ambigua Sm.
8198856,71833,Stachys angustifolia M.Bieb.
2927235,71834,Stachys annua L. (L.)
3885599,71835,Stachys arabica Hornem.
3885592,71836,Stachys arachnoidea Codd
3885411,71837,Stachys aristata Greenm.
2927229,71838,Stachys arvensis L. (L.)
2927287,71839,Stachys aspera Michx.
3885185,71840,Stachys atherocalyx K.Koch
3885146,71841,Stachys aurea Benth.
7306824,71842,Stachys balansae Boiss. & Kotschy
2927262,71843,Stachys bigelovii A.Gray
3884820,71844,Stachys bogotensis Kunth
3884791,71845,Stachys bolusii Skan
8169687,71846,Stachys boraginoides Schltdl. & Cham.
2927232,71847,Stachys bullata Benth.
2927230,71848,Stachys byzantina K.Koch
3884555,71849,Stachys caffra E.Mey. ex Benth.
3884469,71850,Stachys canescens Bory & Chaub.
2927294,71851,Stachys chamissonis Benth.
3884298,71852,Stachys chrysantha Boiss. & Heldr.
3884228,71853,Stachys circinata L'Hér.
2927265,71854,Stachys clingmanii Small
2927233,71855,Stachys coccinea Ortega
2927242,71856,Stachys cordata Riddell
3884022,71857,Stachys corsica Pers.
2927296,71858,Stachys cretica L.
3883935,71859,Stachys cuneata Banks ex Benth.
3883711,71860,Stachys dinteri Launert
7306671,71861,Stachys distans Benth.
2927268,71862,Stachys drummondii Benth.
3883577,71863,Stachys ehrenbergii Boiss.
7896277,71864,Stachys elliptica Kunth
3883447,71865,Stachys eriantha Benth.
3883260,71866,Stachys flavescens Benth.
2927237,71867,Stachys floridana Shuttlew. ex Benth.
7306603,71868,Stachys fruticulosa M.Bieb.
3883021,71869,Stachys geobombycis C.Y.Wu
2927297,71870,Stachys germanica L.
3882965,71871,Stachys gilliesii Benth.
3882859,71872,Stachys globosa Epling
3882844,71873,Stachys glutinosa L.
3882792,71874,Stachys graeca Boiss. & Heldr.
3882780,71875,Stachys grandidentata Lindl.
3882769,71876,Stachys grandifolia E.Mey.
3882697,71877,Stachys harleyana A.Pool
7664547,71878,Stachys heraclea All.
2927251,71879,Stachys hispida Pursh
2927273,71880,Stachys hyssopifolia Michx.
3882326,71881,Stachys hyssopoides Burch. ex Benth.
6069442,71882,Stachys iltisii J.B.Nelson
7306496,71883,Stachys inflata Benth.
3882228,71884,Stachys ionica Halácsy
3881997,71885,Stachys kuntzei Gürke
3881945,71886,Stachys lamarckii Benth.
7400146,71887,Stachys latidens Small
7306428,71888,Stachys lavandulifolia Vahl
3881741,71889,Stachys leucoglossa Griseb.
3881728,71890,Stachys libanotica Benth.
3881683,71891,Stachys linearis Burch. ex Benth.
3881557,71892,Stachys lyallii Benth.
3905981,71893,Stachys manantlanensis B.L.Turner
7649809,71894,Stachys maritima Gouan
3905843,71895,Stachys melissifolia Benth.
3905824,71896,Stachys menthifolia Vis.
2927270,71897,Stachys mexicana Benth.
7309558,71898,Stachys natalensis Hochst.
3905543,71899,Stachys neurocalycina Boiss.
3905539,71900,Stachys nigricans Benth.
7821043,71901,Stachys nivea Labill.
2927266,71902,Stachys ocymastrum Briq. (L.)
3905206,71903,Stachys palaestina L.
2927245,71904,Stachys palustris L.
3904889,71905,Stachys pauli Grossh.
3904781,71906,Stachys philippiana Vatke
2927278,71907,Stachys pilosa Nutt.
3904711,71908,Stachys pilosissima M.Martens & Galeotti
2927283,71909,Stachys pycnantha Benth.
2927298,71910,Stachys recta L.
3904092,71911,Stachys reticulata Codd
7463009,71912,Stachys riederi Cham.
2927236,71913,Stachys rigida Nutt. ex Benth.
8295450,71914,Stachys rivularis J.M.Wood & M.S.Evans
2927286,71915,Stachys rothrockii A.Gray
7662871,71916,Stachys rugosa Aiton
3903381,71917,Stachys simplex Schltr.
3903272,71918,Stachys spinosa L.
7373614,71919,Stachys spinulosa Sm.
3903242,71920,Stachys spreitzenhoferi Heldr.
3903222,71921,Stachys spruneri Boiss.
2927281,71922,Stachys stebbinsii G.A.Mulligan & D.B.Munro
3903082,71923,Stachys sublobata Skan
3903047,71924,Stachys swainsonii Benth.
2927282,71925,Stachys sylvatica L.
3902939,71926,Stachys tenerrima Epling
2927250,71927,Stachys tenuifolia Willd.
3902776,71928,Stachys thunbergii Benth.
3902625,71929,Stachys tubulosa MacOwan
3902572,71930,Stachys turneri Rzed. & Calderón
3902422,71931,Stachys venulosa Greene
3902273,71932,Stachys viticina Boiss.
3902233,71933,Stachys vulnerabilis Rzed. & Calderón
3902091,71934,Stachys zeyheri Skan
3075345,71935,Stachystemon polyandrus Benth. (F.Muell.)
7297405,71936,Stachytarpheta acuminata DC. ex Schauer
4085492,71937,Stachytarpheta ajugifolia Schauer
4085028,71938,Stachytarpheta calderonii Moldenke
2925454,71939,Stachytarpheta cayennensis Vahl (Rich.)
7297130,71940,Stachytarpheta frantzii Pol.
7297077,71941,Stachytarpheta glabra Cham.
2925465,71942,Stachytarpheta indica Vahl (L.)
2925463,71943,Stachytarpheta jamaicensis Vahl (L.)
8199376,71944,Stachytarpheta longispicata S.Atkins (Pohl)
4086736,71945,Stachytarpheta lythrophylla Schauer
7297658,71946,Stachytarpheta miniacea Moldenke
2925462,71947,Stachytarpheta mutabilis Vahl (Jacq.)
4086481,71948,Stachytarpheta pachystachya Mart. ex Schauer
4085913,71949,Stachytarpheta sessilis Moldenke
2925457,71950,Stachytarpheta urticifolia Sims
7303923,71951,Stachyurus chinensis Franch.
3701709,71952,Stachyurus himalaicus Hook.fil. & Thomson ex Benth.
3112552,71953,Staehelina dubia L.
3112545,71954,Staehelina petiolata Hilliard & B.L.Burtt (L.)
8158628,71955,Staehelina uniflosculosa Sibth. & Sm.
2893313,71956,Staelia thymoides Cham. & Schltdl.
2893323,71957,Staelia virgata K.Schum. (Willd.)
2764508,71958,Stanfieldiella imperforata Brenan (C.B.Clarke)
