index,species
56175,Passiflora gracillima Killip
56176,Passiflora gritensis H.Karst.
56177,Passiflora guentheri Harms
56178,Passiflora haematostigma Mast.
56179,Passiflora hahnii Mast. (E.Fourn.)
56180,Passiflora hastifolia Killip
56181,Passiflora helleri Peyr.
56182,Passiflora holosericea L.
56183,Passiflora hyacinthiflora Planch. & Linden ex Planch. & Triana
56184,Passiflora inca P.Jørg.
56185,Passiflora indecora Kunth
56186,Passiflora involucrata A.H.Gentry (Mast.)
56187,Passiflora jilekii Wawra
56188,Passiflora jorullensis Kunth
56189,Passiflora juliana J.M.Mac Dougal
56190,Passiflora karwinskii Mast.
56191,Passiflora kawensis Feuillet
56192,Passiflora kermesina Link & Otto
56193,Passiflora kwangtungensis Merr.
56194,Passiflora lanata Poir. (Juss.)
56195,Passiflora lancearia Mast.
56196,Passiflora lancetillensis J.M.Mac Dougal & Meerman
56197,Passiflora laurifolia L.
56198,Passiflora lehmannii Mast.
56199,Passiflora leptopoda Harms
56200,Passiflora ligularis A.Juss.
56201,Passiflora lindeniana Planch. ex Triana & Planch.
56202,Passiflora linearistipula L.K.Escobar
56203,Passiflora lobata Hutch. ex J.M.Mac Dougal (Killip)
56204,Passiflora lobbii Mast.
56205,Passiflora loefgrenii Vitta
56206,Passiflora longipes A.Juss.
56207,Passiflora loxensis Killip & Cuatrec.
56208,Passiflora luetzelburgii Harms
56209,Passiflora lutea L.
56210,Passiflora luzmarina P.M.Jørg.
56211,Passiflora macdougaliana S.Knapp & Mallet
56212,Passiflora macrophylla Spruce ex Mast.
56213,Passiflora macropoda Killip
56214,Passiflora magdalenae Triana & Planch.
56215,Passiflora maguirei Killip
56216,Passiflora maliformis L.
56217,Passiflora manantlanensis J.M.MacDougal
56218,Passiflora mandonii Killip (Mast.)
56219,Passiflora manicata Pers. (A.Juss.)
56220,Passiflora mansoi Mast. (Mart.)
56221,Passiflora marginata Mast.
56222,Passiflora mathewsii Killip (Mast.)
56223,Passiflora mayarum J.M.Mac Dougal
56224,Passiflora mcvaughiana J.M.Mac Dougal
56225,Passiflora membranacea Benth.
56226,Passiflora menispermifolia Kunth
56227,Passiflora mexicana A.Juss.
56228,Passiflora micropetala Mast.
56229,Passiflora miniata Vanderpl.
56230,Passiflora misera Kunth
56231,Passiflora mixta L.fil.
56232,Passiflora mollissima Bailey (Kunth)
56233,Passiflora monadelpha P.M.Jørg. & Holm-Niels.
56234,Passiflora mooreana Hook.
56235,Passiflora morifolia Mast.
56236,Passiflora mucronata Lam.
56237,Passiflora mucugeana T.S.Nunes & L.P.Queiroz
56238,Passiflora multiflora L.
56239,Passiflora murucuja L.
56240,Passiflora nephrodes Mast.
56241,Passiflora nigradenia Rusby
56242,Passiflora nitida Kunth
56243,Passiflora nubicola J.M.Mac Dougal
56244,Passiflora oaxacensis J.M.Mac Dougal
56245,Passiflora oblongata Sw.
56246,Passiflora oerstedii Mast.
56247,Passiflora orbiculata Cav.
56248,Passiflora organensis Gardner
56249,Passiflora ovalis Vell.
56250,Passiflora ovata Martin ex DC.
56251,Passiflora palenquensis Holm-Niels. & Lawesson
56252,Passiflora pallens Poepp. ex Mast.
56253,Passiflora palmatisecta Mast.
56254,Passiflora palmeri Rose
56255,Passiflora papilio Li
56256,Passiflora pavonis Mast.
56257,Passiflora pectinata Griseb.
56258,Passiflora pedata L.
56259,Passiflora pedicellaris J.M.Mac Dougal
56260,Passiflora peduncularis Cav.
56261,Passiflora pendens J.M.Mac Dougal
56262,Passiflora pennellii Killip
56263,Passiflora phaeocaula Killip
56264,Passiflora pilosa Ruiz & Pav. ex DC.
56265,Passiflora pilosicorona Sacco
56266,Passiflora pinnatistipula Cav.
56267,Passiflora pittieri Mast.
56268,Passiflora platyloba Killip
56269,Passiflora podadenia Killip
56270,Passiflora pohlii Mast.
56271,Passiflora popayanensis Killip
56272,Passiflora popenovii Killip
56273,Passiflora prolata Mast.
56274,Passiflora pterocarpa J.M.Mac Dougal
56275,Passiflora punctata L.
56276,Passiflora pusilla J.M.Mac Dougal
56277,Passiflora putumayensis Killip
56278,Passiflora pyrrhantha Harms
56279,Passiflora quadrangularis L.
56280,Passiflora quadrifaria Vanderpl.
56281,Passiflora quadriglandulosa Rodschied
56282,Passiflora quercetorum Killip
56283,Passiflora quinquangularis S.Calderón ex J.M.Mac Dougal
56284,Passiflora racemosa Brot.
56285,Passiflora recurva Mast.
56286,Passiflora reflexiflora Cav.
56287,Passiflora resticulata Mast. & André
56288,Passiflora riparia Mart. ex Mast.
56289,Passiflora rosea Killip (H.Karst.)
56290,Passiflora roseorum Killip
56291,Passiflora rovirosae Killip
56292,Passiflora rubra L.
56293,Passiflora rubrotincta Killip
56294,Passiflora rugosa Tr. & Planch. (Mast.)
56295,Passiflora saccoi Cervi
56296,Passiflora sagasteguii Skrabal & Weigend
56297,Passiflora sanctae-barbarae Holm-Niels. & P.M.Jørg.
56298,Passiflora sanctae-mariae J.M.Mac Dougal
56299,Passiflora sandrae J.M.Mac Dougal
56300,Passiflora sanguinolenta Mast. & Linden
56301,Passiflora saulensis Feuillet
56302,Passiflora securiclata Mast.
56303,Passiflora seemannii Griseb.
56304,Passiflora serratifolia L.
56305,Passiflora serratodigitata L.
56306,Passiflora setacea DC.
56307,Passiflora sexflora A.Juss.
56308,Passiflora sexocellata Schltdl.
56309,Passiflora sicyoides Cham. & Schltdl.
56310,Passiflora smithii Killip
56311,Passiflora speciosa Gardner
56312,Passiflora sphaerocarpa Triana & Planch.
56313,Passiflora spinosa Mast. (Poepp. & Endl.)
56314,Passiflora sprucei Mast.
56315,Passiflora standleyi Killip
56316,Passiflora stipulata Aubl.
56317,Passiflora suberosa L.
56318,Passiflora subfertilis J.M.Mac Dougal
56319,Passiflora sublanceolata J.M.Mac Dougal (Killip)
56320,Passiflora subpeltata Ortega
56321,Passiflora subrotunda Mast.
56322,Passiflora subulata Mast.
56323,Passiflora talamancensis Killip
56324,Passiflora tarapotina Harms
56325,Passiflora tarminiana Coppens & V.E.Barney
56326,Passiflora tatei Killip & Rusby
56327,Passiflora tecta Feuillet
56328,Passiflora telesiphe S.Knapp & Mallet
56329,Passiflora tenuifila Killip
56330,Passiflora tetrandra Banks & Sol. ex DC.
56331,Passiflora tholozanii Sacco
56332,Passiflora tica Gómez-Laur. & L.D.Gómez
56333,Passiflora tolimana Harms
56334,Passiflora trichopoda J.M.Mac Dougal
56335,Passiflora tricuspis Mast.
56336,Passiflora trifasciata Lem.
56337,Passiflora trifoliata Cav.
56338,Passiflora triloba Ruiz & Pav. ex DC.
56339,Passiflora trinervia Poir. (Juss.)
56340,Passiflora trinifolia Mast.
56341,Passiflora tripartita Poir. (A.Juss.)
56342,Passiflora trisecta Mast.
56343,Passiflora tryphostemmatoides Harms
56344,Passiflora tucumanensis Hook.
56345,Passiflora tulae Urb.
56346,Passiflora umbilicata Harms (Griseb.)
56347,Passiflora uncinata J.M.Mac Dougal
56348,Passiflora urbaniana Killip
56349,Passiflora urnifolia Rusby
56350,Passiflora ursina Killip & Cuatrec.
56351,Passiflora variolata Poepp. & Endl.
56352,Passiflora vellozii Gardner
56353,Passiflora venusta R.Vásquez & M.Delanoy
56354,Passiflora vespertilio L.
56355,Passiflora vestita Killip
56356,Passiflora villosa Vell.
56357,Passiflora viridiflora Cav.
56358,Passiflora vitifolia Kunth
56359,Passiflora watsoniana Mast.
56360,Passiflora xiikzodz J.M.Mac Dougal
56361,Passiflora xishuangbannaensis Krosnick
56362,Passovia pyrifolia Tiegh. (Kunth)
56363,Pastinaca clausii Calest. (Ledeb.)
56364,Pastinaca lucida L.
56365,Pastinaca sativa L.
56366,Patersonia babianoides Benth.
56367,Patersonia fragilis Asch. & Graebn. (Labill.)
56368,Patersonia glabrata R.Br.
56369,Patersonia inaequalis Benth.
56370,Patersonia juncea Lindl.
56371,Patersonia lanata R.Br.
56372,Patersonia macrantha Benth.
56373,Patersonia occidentalis R.Br.
56374,Patersonia pygmaea Lindl.
56375,Patersonia sericea R.Br.
56376,Patersonia umbrosa Endl.
56377,Patima guianensis Aubl.
56378,Patosia clandestina Buchenau (Phil.)
56379,Patrinia glabrifolia Yamam. & Sasaki
56380,Patrinia intermedia Roem. & Schult. (Hornem.)
56381,Patrinia monandra C.B.Clarke
56382,Patrinia rupestris Juss. (Pall.)
56383,Patrinia scabiosifolia Fisch. ex Trevir.
56384,Patrinia sibirica Juss. (L.)
56385,Patrinia villosa Juss. (Thunb.)
56386,"Paubrasilia echinata Gagnon, H.C.Lima & G.P.Lewis (Lam.)"
56387,Paullinia alata Don (Ruiz & Pav.)
56388,Paullinia capreolata Radlk. (Aubl.)
56389,Paullinia clavigera Schltdl.
56390,Paullinia costaricensis Radlk.
56391,Paullinia costata Schltdl. & Cham.
56392,Paullinia cuneata Radlk.
56393,Paullinia cupana Kunth
56394,Paullinia cururu L.
56395,Paullinia elegans Cambess.
56396,Paullinia fuscescens Kunth
56397,Paullinia meliifolia Juss.
56398,Paullinia pinnata L.
56399,Paullinia pterophylla Triana & Planch.
56400,Paullinia serjaniifolia Triana & Planch.
56401,Paullinia sessiliflora Radlk.
56402,Paullinia stellata Radlk.
56403,Paullinia tetragona Aubl.
56404,Paullinia tomentosa Jacq.
56405,Paullinia trigonia Vell.
56406,Paullinia turbacensis Kunth
56407,Paulownia fortunei Hemsl. (Seem.)
56408,Paulownia taiwaniana T.W.Hu & H.J.Chang
56409,Paulownia tomentosa Steud. (Thunb.)
56410,Pauridia aemulans Snijman & Kocyan (Nel)
56411,Pauridia affinis Snijman & Kocyan (Schult. & Schult.f.)
56412,Pauridia alba Snijman & Kocyan (Thunb.)
56413,Pauridia alticola Snijman & Kocyan
56414,Pauridia aquatica Snijman & Kocyan (L.f.)
56415,Pauridia canaliculata Snijman & Kocyan (Garside)
56416,Pauridia capensis Snijman & Kocyan (L.)
56417,Pauridia curculigoides Snijman & Kocyan (Bolus)
56418,Pauridia flaccida Snijman & Kocyan (Nel)
56419,Pauridia glabella Snijman & Kocyan (R.Br.)
56420,Pauridia longituba M.F.Thomps.
56421,Pauridia minuta T.Durand & Schinz (L.f.)
56422,Pauridia monophylla Snijman & Kocyan (Schltr. ex Baker)
56423,Pauridia nana Snijman & Kocyan (Snijman)
56424,Pauridia occidentalis Snijman & Kocyan (Benth.)
56425,Pauridia ovata Snijman & Kocyan (L.f.)
56426,Pauridia pusilla Snijman & Kocyan (Snijman)
56427,Pauridia pygmaea Snijman & Kocyan
56428,Pauridia scullyi Snijman & Kocyan (Baker)
56429,Pauridia serrata Snijman & Kocyan (Thunb.)
56430,Pauridia trifurcillata Snijman & Kocyan (Nel)
56431,Pauridia vaginata Snijman & Kocyan (Schltdl.)
56432,Pauridia verna Snijman & Kocyan (Hilliard & B.L.Burtt)
56433,Pauridiantha mayumbensis Bremek. (R.D.Good)
56434,Pauridiantha paucinervis Bremek. (Hiern)
56435,Pauridiantha sylvicola Bremek. (Hutch. & Dalziel)
56436,Pauridiantha ziamaeana Hepper (Jacq.-Fél.)
56437,Pausandra fordii Secco
56438,Pausandra trianae Baill. (Müll.Arg.)
56439,Pavetta australiensis Bremek.
56440,Pavetta barbertonensis Bremek.
56441,Pavetta bowkeri Harv.
56442,Pavetta capensis Bremek. (Houtt.)
56443,Pavetta catophylla K.Schum.
56444,Pavetta cooperi Harv. & Sond.
56445,Pavetta crassipes K.Schum.
56446,Pavetta edentula Sond.
56447,Pavetta eylesii S.Moore
56448,Pavetta gardeniifolia Hochst. ex A.Rich.
56449,Pavetta gracilifolia Bremek.
56450,Pavetta hongkongensis Bremek.
56451,Pavetta indica L.
56452,Pavetta kotzei Bremek.
56453,Pavetta lanceolata Eckl.
56454,Pavetta opulina DC. (G.Forst.)
56455,Pavetta revoluta Hochst.
56456,Pavetta schumanniana F.Hoffm. ex K.Schum.
56457,Pavetta siphonantha Dalzell
56458,Pavetta tetramera Bremek. (Hiern)
56459,Pavetta vanwykiana Bridson
56460,Pavetta zeyheri Sond.
56461,Pavonia angustipetala Krapov. & Cristóbal
56462,Pavonia argentina Gürke
56463,Pavonia aurigloba Krapov. & Cristóbal
56464,Pavonia bahamensis Hitchc.
56465,Pavonia burchellii Dyer (DC.)
56466,Pavonia cancellata Cav. (L.)
56467,Pavonia candida Fryxell (Moc. & Sessé ex DC.)
56468,Pavonia castaneifolia A.St.-Hil. & Naudin
56469,Pavonia clathrata Mast.
56470,Pavonia coccinea Cav.
56471,Pavonia columella Cav.
56472,Pavonia communis A.St.-Hil.
56473,Pavonia commutata Gürke
56474,Pavonia cymbalaria A.St.-Hil. & Naudin
56475,Pavonia dasypetala Turcz.
56476,Pavonia dentata Burtt Davy
56477,Pavonia distinguenda A.St.-Hil. & Naudin
56478,Pavonia flavispina Miq.
56479,Pavonia fruticosa Fawc. & Rendle (Mill.)
56480,Pavonia glechomoides A.St.-Hil.
56481,Pavonia grazielae Krapov.
56482,Pavonia harleyi Krapov.
56483,Pavonia hastata Cav.
56484,Pavonia hieronymi Gürke
56485,Pavonia lasiopetala Scheele
56486,Pavonia leptocalyx Ulbr. (Sond.)
56487,Pavonia malacophylla Hemsl. (Link & Otto)
56488,Pavonia missionum Ekman
56489,Pavonia mollis Kunth
56490,Pavonia multiflora A.St.-Hil.
56491,Pavonia mutisii Kunth
56492,Pavonia nayarensis Fryxell
56493,Pavonia oxyphylla Fryxell (Moc. & Sessé ex DC.)
56494,Pavonia paludicola Nicolson ex Fryxell
56495,Pavonia paniculata Cav.
56496,Pavonia patuliloba Hochr.
56497,Pavonia peruviana Gürke
56498,Pavonia praemorsa Cav. (L.fil.)
56499,Pavonia psilophylla Ekman
56500,Pavonia rehmannii Szyszyl.
56501,Pavonia revoluta Krapov. & Cristóbal
56502,Pavonia rosa-campestris A.St.-Hil.
56503,Pavonia schiedeana Steud.
56504,Pavonia senegalensis Leistner (Cav.)
56505,Pavonia sepioides Fryxell & Krapov.
56506,Pavonia sepium A.St.-Hil.
56507,Pavonia sidifolia Kunth
56508,Pavonia spinifex Cav. (L.)
56509,Pavonia subrotunda A.St.-Hil. & Naudin
56510,Pavonia transvaalensis A.Meeuse (Ulbr.)
56511,Pavonia uniflora Fryxell (Sessé & Moc.)
56512,Pavonia urens Cav.
56513,Pavonia varians Moric.
56514,Pavonia xanthogloea Ekman
56515,Pavonia zeylanica Cav. (L.)
56516,Paxistima canbyi A.Gray
56517,Paxistima myrsinites Raf. (Pursh)
56518,Payera homolleana Buchner & Puff (Cavaco)
56519,Payera marojejyensis Buchner & Puff
56520,Paypayrola guianensis Aubl.
56521,Paypayrola hulkiana Pulle
56522,Paysonia densipila O'Kane & Al-Shehbaz (Rollins)
56523,Paysonia lasiocarpa O'Kane & Al-Shehbaz (Hook. ex A.Gray)
56524,Paysonia lescurii O'Kane & Al-Shehbaz (A.Gray)
56525,Paysonia lyrata O'Kane & Al-Shehbaz (Rollins)
56526,Paysonia perforata O'Kane & Al-Shehbaz (Rollins)
56527,Paysonia stonensis O'Kane & Al-Shehbaz (Rollins)
56528,Pearcea abunda L.P.Kvist & L.E.Skog (Wiehler)
56529,Pearcea hypocyrtiflora Regel (Hook.fil.)
56530,Pearcea purpurea L.P.Kvist & L.E.Skog (Poepp.)
56531,Pearcea reticulata L.P.Kvist & L.E.Skog (Fritsch)
56532,Pearcea rhodotricha L.P.Kvist & L.E.Skog (Cuatrec.)
56533,Pearcea schimpfii Mansf.
56534,Pearcea sprucei L.P.Kvist & L.E.Skog (Britton)
56535,Pearsonia aristata Dümmer (Schinz)
56536,Pearsonia bracteata Polhill (Benth.)
56537,Pearsonia cajanifolia Polhill (Harv.)
56538,Pearsonia grandifolia Polhill (Bolus)
56539,Pearsonia obovata Polhill (Schinz)
56540,Pearsonia sessilifolia Dümmer (Harv.)
56541,Pearsonia uniflora Polhill (Kensit)
56542,Pechuel-loeschea leubnitziae O.Hoffm. (Kuntze)
56543,Pecluma divaricata Mickel & Beitel (E.Fourn.)
56544,Pecluma eurybasis M.G.Price (C.Chr.)
56545,Pecluma hygrometrica M.G.Price (Splitg.)
56546,Pecluma pectinata M.G.Price (L.)
56547,Pecluma plumula M.G.Price (Humb. & Bonpl. ex Willd.)
56548,Pecteilis gigantea Raf. (Sm.)
56549,Pecteilis radiata Raf. (Thunb.)
56550,Pecteilis susannae Raf. (L.)
56551,Pectiantia pentandra Rydb. (Hook.)
56552,Pectinopitys exigua C.N.Page (de Laub.)
56553,Pectis angustifolia Torr.
56554,Pectis ciliaris L.
56555,Pectis coulteri Harv. & A.Gray
56556,Pectis cylindrica Rydb. (Fernald)
56557,Pectis filipes Harv. & Gray
56558,Pectis glaucescens D.J.Keil (Cass.)
56559,Pectis haenkeana Sch.Bip. (DC.)
56560,Pectis humifusa Sw.
56561,Pectis imberbis A.Gray
56562,Pectis liebmannii Sch.Bip. ex Hemsl.
56563,Pectis linearifolia Urb.
56564,Pectis linifolia L.
56565,Pectis longipes A.Gray
56566,Pectis multiflosculosa Sch.Bip. (DC.)
56567,Pectis multiseta Benth.
56568,Pectis odorata Griseb.
56569,Pectis papposa Harv. & Gray
56570,Pectis pringlei Fernald
56571,Pectis prostrata Cav.
56572,Pectis pumila D.J.Keil
56573,Pectis repens Brandegee
56574,Pectis rusbyi Greene ex A.Gray
56575,Pectis saturejoides Sch.Bip. (Mill.)
56576,Pectis sinaloensis Fernald
56577,Pectis tenuifolia Sch.Bip. (DC.)
56578,Pectis vollmeri Wiggins
56579,Pectocarya heterocarpa I.M.Johnst. (I.M.Johnst.)
56580,Pectocarya linearis DC. (Ruiz & Pav.)
56581,Pectocarya penicillata A.DC. (Hook. & Arn.)
56582,Pectocarya peninsularis I.M.Johnst.
56583,Pectocarya platycarpa Munz & I.M.Johnst. (Munz & Johnst.)
56584,Pectocarya pusilla A.Gray (A.DC.)
56585,Pectocarya recurvata I.M.Johnst.
56586,Pectocarya setosa A.Gray
56587,Pedalium murex L.
56588,Peddiea africana Harv.
56589,Peddiea involucrata Baker
56590,Pedicularis abrotanifolia M.Bieb. ex Steven
56591,Pedicularis acaulis Scop.
56592,Pedicularis achilleifolia Stephan ex Willd.
56593,Pedicularis altaica Stephan ex Steven
56594,Pedicularis amoena Adams ex Steven
56595,Pedicularis angustifolia Benth.
56596,Pedicularis anthemifolia Fisch. ex Colla
56597,Pedicularis artselaeri Maxim.
56598,Pedicularis ascendens Schleich. ex Gaudin
56599,Pedicularis asplenifolia Flörke ex Willd.
56600,Pedicularis attollens A.Gray
56601,Pedicularis aurantiaca Monfils & Prather (E.F.Sprague)
56602,Pedicularis brachystachys Bunge
56603,Pedicularis bracteosa Benth.
56604,Pedicularis canadensis L.
56605,Pedicularis capitata Adams
56606,Pedicularis cenisia Gaudin
56607,Pedicularis centranthera A.Gray
56608,Pedicularis chamissonis Stev.
56609,Pedicularis cheilanthifolia Schrenk
56610,Pedicularis comosa L.
56611,Pedicularis compacta Stephan ex Willd.
56612,Pedicularis contorta Benth.
56613,Pedicularis cranolopha Maxim.
56614,Pedicularis crenulata Benth.
56615,Pedicularis cystopteridifolia Rydb.
56616,Pedicularis dasystachys Schrenk
56617,Pedicularis davidii Franch.
56618,Pedicularis densiflora Benth.
56619,Pedicularis dichotoma Bonati
56620,Pedicularis dudleyi Elmer
56621,Pedicularis elata Willd.
56622,Pedicularis elegans Ten.
56623,Pedicularis elongata A.Kern.
56624,Pedicularis elwesii Hook.fil.
56625,Pedicularis fetisowii Regel
56626,Pedicularis flammea L.
56627,Pedicularis flava Pall.
56628,Pedicularis foliosa L.
56629,Pedicularis friderici-augusti Tommas.
56630,Pedicularis furbishiae S.Watson
56631,Pedicularis furfuracea Wall. ex Benth.
56632,Pedicularis glabra Mc Vaugh & Mellich.
56633,Pedicularis gordonii Mc Vaugh & Koptur
56634,Pedicularis gracilis Wall. ex Benth.
56635,Pedicularis grandiflora Fisch.
56636,Pedicularis groenlandica Retz.
56637,Pedicularis gyroflexa Vill.
56638,Pedicularis hacquetii Graf
56639,Pedicularis hirsuta L.
56640,Pedicularis hoermanniana K.Malý
56641,Pedicularis hoffmeisteri Klotzsch
56642,Pedicularis howellii A.Gray
56643,Pedicularis ikomai Sasaki
56644,Pedicularis incarnata L.
56645,Pedicularis incurva Benth.
56646,Pedicularis integrifolia Hook.fil.
56647,Pedicularis julica E.Mayer
56648,Pedicularis kaufmannii Pinzger
56649,Pedicularis kerneri Dalla Torre
56650,Pedicularis labradorica Wirsing
56651,Pedicularis lanata Willd. ex Cham. & Schltdl.
56652,Pedicularis lanceolata Michx.
56653,Pedicularis langsdorffii Fisch. ex Stev.
56654,Pedicularis lapponica L.
56655,Pedicularis lasiostachys Bunge
56656,Pedicularis longiflora Rudolph
56657,Pedicularis lutescens Franch. ex Maxim.
56658,Pedicularis mandshurica Maxim.
56659,Pedicularis megalantha D.Don
56660,Pedicularis mixta Gren.
56661,Pedicularis mollis Wall. ex Benth.
56662,Pedicularis moschata Maxim.
56663,Pedicularis moupinensis Franch.
56664,Pedicularis myriophylla Pall.
56665,Pedicularis oederi Vahl
56666,Pedicularis orthantha Griseb.
56667,Pedicularis palustris L.
56668,Pedicularis parryi A.Gray
56669,Pedicularis parviflora Sm.
56670,Pedicularis pennellii Hultén
56671,Pedicularis physocalyx Bunge
56672,Pedicularis portenschlagii Saut. ex Rchb.
56673,Pedicularis procera A.Gray
56674,Pedicularis przewalskii Maxim.
56675,Pedicularis pseudoversicolor Hand.-Mazz.
56676,Pedicularis pulchella Pennell
56677,Pedicularis punctata Decne.
56678,Pedicularis pyrenaica Gay
56679,Pedicularis rainierensis Pennell & Warren
56680,Pedicularis recutita L.
56681,Pedicularis resupinata L.
56682,Pedicularis rex C.B.Clarke ex Maxim.
56683,Pedicularis rhinanthoides Schrenk ex Fisch. & C.A.Mey.
56684,Pedicularis rhodotricha Maxim.
56685,Pedicularis rosea Wulfen
56686,Pedicularis rostratocapitata Crantz
56687,Pedicularis rostratospicata Crantz
56688,Pedicularis roylei Maxim.
56689,Pedicularis rubens Stephan ex Willd.
56690,Pedicularis rupicola Franch. ex Maxim.
56691,Pedicularis sceptrum-carolinum L.
56692,Pedicularis schizocalyx Steininger (Lange)
56693,Pedicularis scolopax Maxim.
56694,Pedicularis semenowii Regel
56695,Pedicularis semibarbata A.Gray
56696,Pedicularis sibirica Vved.
56697,Pedicularis sibthorpii Boiss.
56698,Pedicularis siphonantha D.Don
56699,Pedicularis spicata Pall.
56700,Pedicularis stenocorys Franch.
56701,Pedicularis striata Pall.
56702,Pedicularis sudetica Willd.
56703,Pedicularis sylvatica L.
56704,Pedicularis thamnophila H.L.Li (Hand.-Mazz.)
56705,Pedicularis torta Maxim.
56706,Pedicularis transmorrisonensis Hayata
56707,Pedicularis trichoglossa Hook.fil.
56708,Pedicularis tristis L.
56709,Pedicularis tuberosa L.
56710,Pedicularis uliginosa Bunge
56711,Pedicularis uralensis Vved.
56712,Pedicularis venusta Schangin ex Bunge
56713,Pedicularis verticillata L.
56714,Pedicularis villosa Ledeb. ex Spreng.
56715,Pedicularis violascens Schrenk ex Fisch. & C.A.Mey.
56716,Pedicularis wilhelmsiana Fisch. ex M.Bieb.
56717,Pediocactus bradyi L.D.Benson
56718,Pediocactus knowltonii L.D.Benson
56719,Pediocactus nigrispinus Hochstätter (Hochstätter)
56720,Pediocactus paradinei B.W.Benson
56721,Pediocactus peeblesianus L.D.Benson (Croizat)
56722,Pediocactus sileri L.D.Benson (Engelm. ex Coult.)
56723,Pediocactus simpsonii Britton & Rose (Engelm.)
56724,Pediomelum argophyllum J.W.Grimes (Pursh)
56725,Pediomelum aromaticum W.A.Weber (Payson)
56726,Pediomelum californicum Rydb. (S.Watson)
56727,Pediomelum canescens Rydb. (Michx.)
56728,Pediomelum castoreum Rydb. (S.Watson)
56729,Pediomelum cuspidatum Rydb. (Pursh)
56730,Pediomelum cyphocalyx Rydb. (A.Gray)
56731,Pediomelum digitatum Isely (Nutt.)
56732,Pediomelum esculentum Rydb. (Pursh)
56733,Pediomelum hypogaeum Rydb. (Nutt.)
56734,Pediomelum latestipulatum Mahler (Shinners)
56735,Pediomelum linearifolium J.W.Grimes (Torr. & A.Gray)
56736,Pediomelum megalanthum Rydb. (Wooton & Standl.)
56737,Pediomelum pariense J.W.Grimes (R.L.Welsh & N.D.Atwood)
56738,Pediomelum pentaphyllum Rydb. (L.)
56739,Pediomelum reverchonii Rydb. (S.Watson)
56740,Pediomelum rhombifolium Rydb. (Torr. & A.Gray)
56741,Pediomelum subacaule Rydb. (Torr. & A.Gray)
56742,Pediomelum tenuiflorum A.N.Egan (Pursh)
56743,Pedistylis galpinii Wiens (Schinz ex Sprague)
56744,Pedleya acanthoclada H.Ohashi & K.Ohashi (F.Muell.)
56745,Peersia frithii L.Bolus
56746,Peersia macradenia L.Bolus (L.Bolus)
56747,Peganum harmala L.
56748,Peganum mexicanum A.Gray
56749,Peganum multisectum Bobrov (Maxim.)
56750,Peganum nigellastrum Bunge
56751,Pegia nitida Colebr.
56752,Pegolettia baccaridifolia Less.
56753,Pegolettia gariepina Anderb.
56754,Pegolettia oxyodonta DC.
56755,Pegolettia retrofracta Kies (Thunb.)
56756,Pegolettia senegalensis Cass.
56757,Pehria compacta Sprague
56758,Peixotoa catarinensis C.Andersson
56759,Peixotoa goiana C.Andersson
56760,Peixotoa parviflora A.Juss.
56761,Peixotoa tomentosa A.Juss.
56762,Pelagodoxa henryana Becc.
56763,Pelargonium abrotanifolium Jacq. (L.fil.)
56764,Pelargonium acetosum L'Herit ex Sol. (L.)
56765,Pelargonium aciculatum E.M.Marais
56766,Pelargonium acraeum R.A.Dyer
56767,Pelargonium aestivale E.M.Marais
56768,Pelargonium alchemilloides L'Hér. ex Sol. (L.)
56769,Pelargonium alpinum Eckl. & Zeyh.
56770,Pelargonium alternans J.C.Wendl.
56771,Pelargonium althaeoides L'Hér. (L.)
56772,Pelargonium antidysentericum Kostel. (Eckl. & Zeyh.)
56773,Pelargonium appendiculatum Willd. (L.fil.)
56774,Pelargonium aridum R.A.Dyer
56775,Pelargonium aristatum G.Don (Sweet)
56776,Pelargonium articulatum Willd. (Cav.)
56777,Pelargonium asarifolium G.Don (Sweet)
56778,Pelargonium attenuatum Harv.
56779,Pelargonium auritum Willd. (L.)
56780,Pelargonium barklyi Elliott
56781,Pelargonium betulinum L'Hér. (L.)
56782,Pelargonium bowkeri Harv.
56783,Pelargonium bubonifolium Pers. (Andr.)
56784,Pelargonium caespitosum Turcz.
56785,Pelargonium caffrum Steud. (Eckl. & Zeyh.)
56786,Pelargonium caledonicum L.Bolus
56787,Pelargonium candicans Spreng.
56788,Pelargonium capillare Willd. (Cav.)
56789,Pelargonium capitatum L'Hér. (L.)
56790,Pelargonium capituliforme Knuth
56791,Pelargonium carneum Jacq.
56792,Pelargonium carnosum L'Hér. (L.)
56793,Pelargonium caroli-henrici B.Nord.
56794,Pelargonium caucalifolium Jacq.
56795,Pelargonium caylae Humbert
56796,Pelargonium ceratophyllum L'Hér.
56797,Pelargonium chelidonium DC. (Houtt.)
56798,Pelargonium citronellum J.J.A.van der Walt
56799,Pelargonium columbinum Jacq.
56800,Pelargonium confertum E.M.Marais
56801,Pelargonium cordifolium Curtis (Cav.)
56802,Pelargonium coronopifolium Jacq.
56803,Pelargonium crassicaule L'Hér.
56804,Pelargonium crassipes Harv.
56805,Pelargonium crispum L'Hér. (P.J.Bergius)
56806,Pelargonium crithmifolium J.E.Sm.
56807,Pelargonium cucullatum L'Hér. (L.)
56808,Pelargonium curviandrum E.M.Marais
56809,Pelargonium denticulatum Jacq.
56810,Pelargonium desertorum Vorster
56811,Pelargonium dichondrifolium DC.
56812,Pelargonium dipetalum L'Hér.
56813,Pelargonium dispar N.E.Br.
56814,Pelargonium divisifolium Vorster
